Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Cmp%,PrgDist,Shrt Cmp%,Med Cmp%,Long Cmp%,Ast,xA,A-xA,Key Passes,Final 1/3,PenBoxPasses,CrsPenBox,Prog,Matches
386,Joe Rodon,wal WAL,DF,Tottenham,23-135,1997,4.1,60.7,88.8,278.5,93.8,94.7,68.6,0,0,0,0,1.22,0,0,1.71,Matches
387,Rodri,es ESP,MF,Manchester City,24-257,1996,22.1,90.3,90.9,354,94,92.8,84.8,0.05,0.07,-0.02,0.86,8.19,0.68,0.05,5.57,Matches
388,Rodrigo,es ESP,MF,Leeds United,30-000,1991,11,42.3,75.5,136.1,82.7,78.8,64.2,0.09,0.15,-0.06,1.82,3,1.36,0.27,4.18,Matches
389,James Rodríguez,co COL,"FW,MF",Everton,29-237,1991,14.9,55.2,78,275.6,86.1,85.1,64.9,0.27,0.28,-0.01,2.21,5.03,2.08,0.34,6.98,Matches
390,Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-220,1989,12.4,20.3,74.2,42.7,79.3,68.2,53.3,0.16,0.1,0.06,0.56,0.73,0.56,0.08,1.61,Matches
391,Oriol Romeu,es ESP,MF,Southampton,29-163,1991,19.2,64.1,82.7,179.8,87.4,88,54.4,0.05,0.06,-0.01,0.73,3.02,0.73,0.05,4.17,Matches
392,Antonio Rüdiger,de GER,DF,Chelsea,28-003,1993,12,78.6,91.7,404.3,97.9,97,72.4,0,0.02,-0.02,0.17,5.5,0.33,0.08,2.83,Matches
393,Mathew Ryan,au AUS,GK,Arsenal,28-332,1992,1,17,100,310,100,100,100,0,0,0,0,0,0,0,0,Matches
394,Mathew Ryan,au AUS,GK,Brighton,28-332,1992,11,36.3,78.7,376.9,100,100,52,0,0,0,0,0.09,0,0,0,Matches
395,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-359,1997,10.6,24.3,79.8,75.6,85.5,86.1,66.7,0.28,0.22,0.07,1.42,1.23,0.57,0.09,2.55,Matches
396,Romain Saïss,ma MAR,DF,Wolves,30-345,1990,17.7,50.1,83.2,370.1,93.4,88.7,65.7,0,0.01,-0.01,0.11,3.5,0.11,0.06,3.67,Matches
397,Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-182,2001,20.7,40,73.9,127.7,85.5,80,40.3,0.1,0.16,-0.06,1.26,1.93,1.06,0.39,2.46,Matches
398,Mamadou Sakho,fr FRA,DF,Crystal Palace,31-021,1990,3.1,26.5,87.8,206.1,84.6,100,72.7,0,0,0,0,0.65,0,0,0.97,Matches
399,Mohamed Salah,eg EGY,FW,Liverpool,28-264,1992,24,40.2,83.8,120.9,91.9,84.6,62.4,0.13,0.15,-0.02,1.5,2.13,2.33,0.33,4.38,Matches
400,Mohammed Salisu,gh GHA,DF,Southampton,21-323,1999,2.9,37.9,82.7,263.1,89.2,89.1,53.8,0,0,0,0,2.07,0,0,2.76,Matches
401,Davinson Sánchez,co COL,DF,Tottenham,24-267,1996,11.5,59.5,86.8,287.3,90.6,91.6,76.2,0,0,0,0,1.39,0.09,0,2.09,Matches
402,Robert Sánchez,es ESP,GK,Brighton,23-108,1997,15,37.9,68.3,465.8,98.2,99,44.5,0,0,0,0,0.8,0,0,0,Matches
403,Morgan Sanson,fr FRA,MF,Aston Villa,26-200,1994,0.8,48.8,79.5,203.8,88.9,100,42.9,0,0,0,0,1.25,0,0,3.75,Matches
404,Romaine Sawyers,kn SKN,MF,West Brom,29-124,1991,16.5,43.2,84.8,192.2,88.8,88.5,75.7,0,0.02,-0.02,0.3,3.45,0.3,0.12,3.21,Matches
405,Dane Scarlett,eng ENG,FW,Tottenham,16-347,2004,0,0,,0,,,,0,0,0,0,0,0,0,0,Matches
406,Fabian Schär,ch SUI,DF,Newcastle Utd,29-076,1991,13.4,41.5,77.3,324.3,89.3,87.8,57.9,0,0,0,0.07,2.91,0.82,0,2.76,Matches
407,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-073,1992,10.9,26.1,69.5,74,77.4,70.9,55,0.09,0.08,0.01,1.01,1.74,0.55,0.09,2.11,Matches
408,Kasper Schmeichel,dk DEN,GK,Leicester City,34-121,1986,27,32.3,71.6,397.6,98.7,98.6,52.1,0,0,0,0,0.11,0,0,0,Matches
409,Nélson Semedo,pt POR,DF,Wolves,27-110,1993,23.6,54.9,80.9,219.7,91.2,82.6,57.7,0.04,0.03,0.01,0.55,2.8,0.72,0.38,2.71,Matches
410,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-149,1999,5.1,40.8,88.5,124.1,91,90.1,86.7,0,0.06,-0.06,0.39,1.37,0.2,0.2,1.37,Matches
411,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-147,1991,4.8,65.8,82.9,230.4,89.8,85.7,71.1,0.42,0.4,0.02,2.5,3.96,3.96,0.63,6.04,Matches
412,Billy Sharp,eng ENG,FW,Sheffield Utd,35-029,1986,6.9,15.8,68.8,22.9,75,71.1,0,0,0.09,-0.09,0.58,0.29,0.43,0,0.87,Matches
413,Luke Shaw,eng ENG,DF,Manchester Utd,25-237,1995,20.5,70.1,81,373.8,92,83,47.4,0.24,0.19,0.05,2.39,2.83,1.61,0.68,5.32,Matches
414,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29-007,1992,17.1,52.2,72.7,273,84.2,81.2,57.1,0.06,0.09,-0.03,1.46,5.32,0.99,0.18,4.56,Matches
415,Shola Shoretire,eng ENG,FW,Manchester Utd,17-032,2004,0,4,75,12,100,100,,0,0,0,0,1,0,0,0,Matches
416,Gylfi Sigurðsson,is ISL,MF,Everton,31-179,1989,15.9,39.9,78.7,142.6,85.9,88.1,56.2,0.25,0.22,0.03,1.82,2.08,0.63,0.19,2.2,Matches
417,Bernardo Silva,pt POR,"MF,FW",Manchester City,26-208,1994,17.4,63.6,89.6,157,93.4,92.3,79.5,0.17,0.14,0.03,1.21,3.79,1.32,0,3.33,Matches
418,Fábio Silva,pt POR,FW,Wolves,18-230,2002,8.8,19.8,74.1,28.1,80.9,80.4,41.2,0,0.05,-0.05,0.91,0.34,0.34,0,0.8,Matches
419,Thiago Silva,br BRA,DF,Chelsea,36-165,1984,16.2,89.2,93.6,564.4,96.1,96.8,84.4,0,0.01,-0.01,0.19,5.56,0.25,0,4.07,Matches
420,Moussa Sissoko,fr FRA,MF,Tottenham,31-202,1989,15.5,44.4,84.4,147.3,86.4,90.9,67,0,0.03,-0.03,0.32,2.65,0.39,0.13,2,Matches
421,Islam Slimani,dz ALG,FW,Leicester City,32-261,1988,0.2,55,72.7,80,83.3,60,,0,0,0,5,0,0,0,5,Matches
422,William Smallbone,ie IRL,MF,Southampton,21-013,2000,1.9,41.1,82.1,127.9,90.3,91.2,36.4,0,0,0,0,2.11,0.53,0,2.63,Matches
423,Emile Smith-Rowe,eng ENG,"MF,FW",Arsenal,20-221,2000,9.5,44.4,85.8,114.5,90.3,89,72.7,0.42,0.21,0.21,1.47,2.32,0.95,0.21,2.53,Matches
424,Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-180,1987,0.1,30,100,130,100,,,0,0,0,0,0,0,0,0,Matches
425,Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-180,1987,5.6,22.7,78,93.8,83.1,72.9,63.6,0,0.05,-0.05,0.54,1.61,0.71,0,2.5,Matches
426,Cédric Soares,pt POR,DF,Arsenal,29-187,1991,6.8,55.9,75.5,268.2,87.8,76.2,47.3,0.15,0.13,0.01,0.88,3.53,0.88,0.29,3.38,Matches
427,Tomáš Souček,cz CZE,MF,West Ham,26-007,1995,26,38.3,74.7,141.2,74.3,76.3,79.3,0,0.04,-0.04,0.46,2.46,0.27,0.04,2.73,Matches
428,Çağlar Söyüncü,tr TUR,DF,Leicester City,24-287,1996,11.2,61,87.7,332.5,92.4,92.3,61.9,0,0.01,-0.01,0.27,2.5,0.18,0.09,3.04,Matches
429,Zack Steffen,us USA,GK,Manchester City,25-338,1995,1,28,82.1,236,100,100,58.3,0,0,0,0,0,0,0,0,Matches
430,Dale Stephens,eng ENG,MF,Burnley,31-267,1989,2.9,42.8,83.1,182.1,89.8,84.8,73.9,0,0,0,0,2.41,1.03,0,4.14,Matches
431,Jack Stephens,eng ENG,DF,Southampton,27-038,1994,11.4,61.8,81.4,367.2,85.1,89.8,60.3,0,0.04,-0.04,0.53,3.68,0.7,0,3.25,Matches
432,Raheem Sterling,eng ENG,FW,Manchester City,26-088,1994,21.9,39.2,85,81.2,90.3,89.1,55.9,0.23,0.14,0.09,1.32,1.37,1.05,0.23,2.05,Matches
433,Enda Stevens,ie IRL,DF,Sheffield Utd,30-240,1990,19,48.2,77.7,278.7,91.5,78.8,49,0,0.03,-0.03,0.42,3.11,1,0.21,4.05,Matches
434,John Stones,eng ENG,DF,Manchester City,26-282,1994,16,83.6,94.4,391.8,96.3,96.5,87.2,0,0.01,-0.01,0.06,5.44,0.06,0,3.06,Matches
435,Pascal Struijk,nl NED,"DF,MF",Leeds United,21-207,1999,14.8,61.2,88.1,296.8,89.4,92.9,75.9,0,0.01,-0.01,0.07,2.09,0.14,0,2.3,Matches
